Team,Season,Player,Player_number,Position,Captain,Born,Birthplace,Age,Height,Weight,Stick,Player_link
Admiral Vladivostok,2015-2016,Ivan Glazkov,48,D,,1992,"Novosibirsk, RUS",31,190,100,L,https://www.eliteprospects.com/player/43819/ivan-glazkov
Admiral Vladivostok,2015-2016,Sergei Ilyin,70,D,,1994,"Novosibirsk, RUS",29,193,93,L,https://www.eliteprospects.com/player/160615/sergei-ilyin
Admiral Vladivostok,2015-2016,Geoff Kinrade,4,D,,1985,"Nelson, BC, CAN",37,183,84,L,https://www.eliteprospects.com/player/34094/geoff-kinrade
Admiral Vladivostok,2015-2016,Andrei Konev,26,D,,1989,"Miass, RUS",34,191,98,L,https://www.eliteprospects.com/player/19576/andrei-konev
Admiral Vladivostok,2015-2016,Dmitri Kosmachyov,12,D,,1985,"Nizhny Novgorod, RUS",37,192,105,R,https://www.eliteprospects.com/player/9581/dmitri-kosmachyov
Admiral Vladivostok,2015-2016,Nikita Lisov,60,D,,1994,"Zaporozhye, UKR",29,185,90,R,https://www.eliteprospects.com/player/155385/nikita-lisov
Admiral Vladivostok,2015-2016,Vladislav Lysenko,14,D,,1995,"Kyiv, UKR",28,180,83,L,https://www.eliteprospects.com/player/108647/vladislav-lysenko
Admiral Vladivostok,2015-2016,Samvel Mnatsyan,13,D,,1990,"Omsk, RUS",,188,96,L,https://www.eliteprospects.com/player/43865/samvel-mnatsyan
Admiral Vladivostok,2015-2016,Denis Osipov,6,D,“A,1987,"Moskva, RUS",36,182,90,L,https://www.eliteprospects.com/player/10493/denis-osipov
Admiral Vladivostok,2015-2016,Andrei Plekhanov,39,D,,1986,"Nizhnekamsk, RUS",36,189,91,R,https://www.eliteprospects.com/player/12251/andrei-plekhanov
Admiral Vladivostok,2015-2016,Rushan Rafikov,51,D,,1995,"Saratov, RUS",28,189,89,L,https://www.eliteprospects.com/player/165018/rushan-rafikov
Admiral Vladivostok,2015-2016,Artyom Zemchyonok,8,D,,1991,"Moskva, RUS",31,182,86,R,https://www.eliteprospects.com/player/106973/artyom-zemchyonok
Admiral Vladivostok,2015-2016,Viktor Alexandrov,34,RW/LW,“A,1985,"Aktobe, KAZ",37,180,83,L,https://www.eliteprospects.com/player/12297/viktor-alexandrov
Admiral Vladivostok,2015-2016,Stanislav Alshevsky,22,RW/C,,1991,"Nizhnekamsk, RUS",32,180,78,L,https://www.eliteprospects.com/player/43003/stanislav-alshevsky
Admiral Vladivostok,2015-2016,Yaroslav Alshevsky,88,LW,,1991,"Nizhnekamsk, RUS",32,182,82,L,https://www.eliteprospects.com/player/67796/yaroslav-alshevsky
Admiral Vladivostok,2015-2016,Sergei Barbashev,29,RW,,1992,"Moskva, RUS",30,183,85,R,https://www.eliteprospects.com/player/40264/sergei-barbashev
Admiral Vladivostok,2015-2016,Niclas Bergfors,10,RW,,1987,"Södertälje, SWE",36,179,88,R,https://www.eliteprospects.com/player/2045/niclas-bergfors
Admiral Vladivostok,2015-2016,David Booth,3,LW/RW,,1984,"Detroit, MI, USA",38,183,96,L,https://www.eliteprospects.com/player/9402/david-booth
Admiral Vladivostok,2015-2016,Andrei Dergunov,96,F,,1996,"Prokopyevsk, RUS",27,188,87,L,https://www.eliteprospects.com/player/250344/andrei-dergunov
Admiral Vladivostok,2015-2016,Yegor Dugin,40,C,,1990,"Chelyabinsk, RUS",32,180,88,R,https://www.eliteprospects.com/player/38662/yegor-dugin
Admiral Vladivostok,2015-2016,Nikita Filatov,20,LW/RW,,1990,"Moskva, RUS",33,184,87,R,https://www.eliteprospects.com/player/11860/nikita-filatov
Admiral Vladivostok,2015-2016,Mikhail Fisenko,11,C,“C,1990,"Magnitogorsk, RUS",33,186,94,L,https://www.eliteprospects.com/player/10256/mikhail-fisenko
Admiral Vladivostok,2015-2016,Alexander Gorshkov,61,LW/RW,,1991,"Surgut, RUS",32,173,73,R,https://www.eliteprospects.com/player/98989/alexander-gorshkov
Admiral Vladivostok,2015-2016,Ilya Ivanov,76,C,,1995,"Podolsk, RUS",28,175,76,L,https://www.eliteprospects.com/player/160563/ilya-ivanov
Admiral Vladivostok,2015-2016,Alexander Kuznetsov,84,C,,1992,"Moskva, RUS",31,182,87,L,https://www.eliteprospects.com/player/75332/alexander-kuznetsov
Admiral Vladivostok,2015-2016,Dmitri Lugin,21,RW/LW,“A,1990,"Khabarovsk, RUS",33,181,91,R,https://www.eliteprospects.com/player/19025/dmitri-lugin
Admiral Vladivostok,2015-2016,Konstantin Makarov,27,LW,,1985,"Ufa, RUS",37,180,94,R,https://www.eliteprospects.com/player/18564/konstantin-makarov
Admiral Vladivostok,2015-2016,Maxim Mamin,17,C,,1988,"Marneuli, GEO",35,184,91,L,https://www.eliteprospects.com/player/15174/maxim-mamin
Admiral Vladivostok,2015-2016,Pascal Pelletier,23,LW/C,,1983,"Labrador City, NL, CAN",39,180,90,L,https://www.eliteprospects.com/player/11731/pascal-pelletier
Admiral Vladivostok,2015-2016,Artyom Podshendyalov,55,LW,,1989,"Yakutsk, RUS",33,176,85,L,https://www.eliteprospects.com/player/19469/artyom-podshendyalov
Admiral Vladivostok,2015-2016,Dmitri Sayustov,81,C,,1988,"Chelyabinsk, RUS",35,186,86,L,https://www.eliteprospects.com/player/15176/dmitri-sayustov
Admiral Vladivostok,2015-2016,Corey Trivino,19,C,,1990,"Toronto, ON, CAN",33,185,86,L,https://www.eliteprospects.com/player/17517/corey-trivino
Admiral Vladivostok,2015-2016,Alexei Ugarov,18,LW,“A,1985,"Nizhnekamsk, RUS",38,174,93,L,https://www.eliteprospects.com/player/18078/alexei-ugarov
Admiral Vladivostok,2015-2016,Kirill Voronin,41,RW/LW,,1994,"Yaroslavl, RUS",29,177,77,L,https://www.eliteprospects.com/player/106190/kirill-voronin
Admiral Vladivostok,2015-2016,Yegor Yakovlev,92,RW/C,,1996,"Omsk, RUS",26,181,84,L,https://www.eliteprospects.com/player/240089/yegor-yakovlev
Avtomobilist Yekaterinburg,2015-2016,Mikhail Drobyshevsky,31,G,,1998,"Yekaterinburg, RUS",24,185,88,L,https://www.eliteprospects.com/player/309238/mikhail-drobyshevsky
Avtomobilist Yekaterinburg,2015-2016,Leonid Fomin,29,G,,1996,"Yekaterinburg, RUS",27,185,82,L,https://www.eliteprospects.com/player/263766/leonid-fomin
Avtomobilist Yekaterinburg,2015-2016,Jakub Kovar,21,G,,1988,"Pisek, CZE",34,188,94,L,https://www.eliteprospects.com/player/10475/jakub-kovar
Avtomobilist Yekaterinburg,2015-2016,Igor Ustinsky,40,G,,1994,"Tyumen, RUS",28,180,79,L,https://www.eliteprospects.com/player/123060/igor-ustinsky
Avtomobilist Yekaterinburg,2015-2016,Ilya Antonovsky,50,D,,1989,"Moskva, RUS",33,187,88,L,https://www.eliteprospects.com/player/77261/ilya-antonovsky
Avtomobilist Yekaterinburg,2015-2016,Sergei Gusev,2,D,,1975,"Nizhny Tagil, RUS",47,189,98,L,https://www.eliteprospects.com/player/21002/sergei-gusev
Avtomobilist Yekaterinburg,2015-2016,Tommi Kivistö,4,D,,1991,"Vantaa, FIN",31,186,95,L,https://www.eliteprospects.com/player/16045/tommi-kivisto
Avtomobilist Yekaterinburg,2015-2016,Alexander Loginov,18,D,,1987,"Ufa, RUS",36,178,92,L,https://www.eliteprospects.com/player/10491/alexander-loginov
Avtomobilist Yekaterinburg,2015-2016,Dmitri Megalinsky,77,D,“A,1985,"Perm, RUS",38,191,108,L,https://www.eliteprospects.com/player/15679/dmitri-megalinsky
Avtomobilist Yekaterinburg,2015-2016,Alexander Shchemerov,55,D,,1997,"Yekaterinburg, RUS",26,181,90,R,https://www.eliteprospects.com/player/277021/alexander-shchemerov
Avtomobilist Yekaterinburg,2015-2016,Nikolai Timashov,7,D,,1994,"Magnitogorsk, RUS",29,181,86,L,https://www.eliteprospects.com/player/160651/nikolai-timashov
Avtomobilist Yekaterinburg,2015-2016,Nikita Tryamkin,88,D,,1994,"Yekaterinburg, RUS",28,202,117,L,https://www.eliteprospects.com/player/123119/nikita-tryamkin
Avtomobilist Yekaterinburg,2015-2016,Pavel Turbin,34,D,,1990,"Omsk, RUS",33,183,87,R,https://www.eliteprospects.com/player/43861/pavel-turbin
Avtomobilist Yekaterinburg,2015-2016,Alexei Vasilevsky,93,D,,1993,"Ufa, RUS",30,180,93,R,https://www.eliteprospects.com/player/58554/alexei-vasilevsky
Avtomobilist Yekaterinburg,2015-2016,Alexei Vlaskin,79,D,,1997,"Moskva, RUS",26,190,95,L,https://www.eliteprospects.com/player/301525/alexei-vlaskin
Avtomobilist Yekaterinburg,2015-2016,Vladislav Voropayev,89,D,,1995,"Nizhny Tagil, RUS",27,182,78,L,https://www.eliteprospects.com/player/225813/vladislav-voropayev
Avtomobilist Yekaterinburg,2015-2016,Yegor Zhuravlyov,5,D,,1990,"Nizhny Tagil, RUS",33,193,106,L,https://www.eliteprospects.com/player/89415/yegor-zhuravlyov
Avtomobilist Yekaterinburg,2015-2016,Andrei Alexeyev,10,C,,1988,"Kazan, RUS",34,174,77,R,https://www.eliteprospects.com/player/93161/andrei-alexeyev
Avtomobilist Yekaterinburg,2015-2016,Alexei Dostoinov,62,RW/LW,,1989,"Moskva, RUS",33,186,92,L,https://www.eliteprospects.com/player/18623/alexei-dostoinov
Avtomobilist Yekaterinburg,2015-2016,Yegor Dubrovsky,51,LW/C,,1989,"Ufa, RUS",34,183,97,L,https://www.eliteprospects.com/player/24789/yegor-dubrovsky
Avtomobilist Yekaterinburg,2015-2016,Eero Elo,81,LW/RW,,1990,"Rauma, FIN",33,193,92,R,https://www.eliteprospects.com/player/17014/eero-elo
Avtomobilist Yekaterinburg,2015-2016,Artyom Gareyev,60,LW/RW,,1992,"Ufa, RUS",31,175,81,L,https://www.eliteprospects.com/player/58691/artyom-gareyev
Avtomobilist Yekaterinburg,2015-2016,Anatoli Golyshev,15,RW,,1995,"Perm, RUS",28,174,86,L,https://www.eliteprospects.com/player/205469/anatoli-golyshev
Avtomobilist Yekaterinburg,2015-2016,Roman Ivashov,92,RW,,1997,"Perm, RUS",26,186,85,R,https://www.eliteprospects.com/player/269049/roman-ivashov
Avtomobilist Yekaterinburg,2015-2016,Kirill Knyazev,38,LW,,1983,"Izhevsk, RUS",39,179,90,L,https://www.eliteprospects.com/player/19463/kirill-knyazev
Avtomobilist Yekaterinburg,2015-2016,Petr Koukal,42,C,“A,1982,"Nove Mesto na Morave, CZE",40,176,82,L,https://www.eliteprospects.com/player/22763/petr-koukal
Avtomobilist Yekaterinburg,2015-2016,Alexei Mikhnov,8,LW/RW,,1982,"Kyiv, UKR",40,197,119,L,https://www.eliteprospects.com/player/9353/alexei-mikhnov
Avtomobilist Yekaterinburg,2015-2016,Yevgeni Mityakin,52,C,,1997,"Krasnokamsk, RUS",25,193,92,L,https://www.eliteprospects.com/player/269050/yevgeni-mityakin
Avtomobilist Yekaterinburg,2015-2016,Alexander Pankov,74,LW/RW,,1991,"Ufa, RUS",31,190,97,L,https://www.eliteprospects.com/player/77206/alexander-pankov
Avtomobilist Yekaterinburg,2015-2016,Kirill Polozov,71,LW/RW,,1991,"Ufa, RUS",32,190,95,L,https://www.eliteprospects.com/player/19368/kirill-polozov
Avtomobilist Yekaterinburg,2015-2016,Vitali Popov,25,C,,1992,"Yekaterinburg, RUS",30,186,85,L,https://www.eliteprospects.com/player/77114/vitali-popov
Avtomobilist Yekaterinburg,2015-2016,Maxim Rasseikin,17,C,,1998,"Yekaterinburg, RUS",25,189,88,L,https://www.eliteprospects.com/player/309246/maxim-rasseikin
Avtomobilist Yekaterinburg,2015-2016,Ondrej Roman,23,C,,1989,"Ostrava, CZE",34,182,83,L,https://www.eliteprospects.com/player/11103/ondrej-roman
Avtomobilist Yekaterinburg,2015-2016,Oleg Saprykin,19,LW,,1981,"Moskva, RUS",42,187,94,L,https://www.eliteprospects.com/player/8589/oleg-saprykin
Avtomobilist Yekaterinburg,2015-2016,Alexei Simakov,14,RW,“C,1979,"Yekaterinburg, RUS",44,167,79,L,https://www.eliteprospects.com/player/16738/alexei-simakov
Avtomobilist Yekaterinburg,2015-2016,Nikita Tochitsky,91,C,,1991,"St. Petersburg, RUS",31,190,86,L,https://www.eliteprospects.com/player/75331/nikita-tochitsky
Avtomobilist Yekaterinburg,2015-2016,Alexander Torchenyuk,12,C,,1991,"Moskva, RUS",32,181,82,L,https://www.eliteprospects.com/player/77239/alexander-torchenyuk
Avtomobilist Yekaterinburg,2015-2016,Igor Velichkin,3,LW/RW,,1987,"Magnitogorsk, RUS",35,184,93,L,https://www.eliteprospects.com/player/19129/igor-velichkin
Avtomobilist Yekaterinburg,2015-2016,Sergei Yemelin,28,C/RW,,1991,"Ufa, RUS",32,182,75,L,https://www.eliteprospects.com/player/38670/sergei-yemelin
HC Slovan Bratislava,2015-2016,Barry Brust,33,G,,1983,"Swan River, MB, CAN",39,188,103,L,https://www.eliteprospects.com/player/10646/barry-brust
HC Slovan Bratislava,2015-2016,Michael Garnett,34,G,,1982,"Saskatoon, SK, CAN",40,186,97,L,https://www.eliteprospects.com/player/8559/michael-garnett
HC Slovan Bratislava,2015-2016,Christián Pavlas,31,G,,1996,"Bratislava, SVK",27,191,95,L,https://www.eliteprospects.com/player/166414/christian-pavlas
HC Slovan Bratislava,2015-2016,Patrik Bacik,5,D,,1995,"Bratislava, SVK",28,185,85,L,https://www.eliteprospects.com/player/163920/patrik-bacik
HC Slovan Bratislava,2015-2016,Cam Barker,55,D,,1986,"Winnipeg, MB, CAN",37,193,100,L,https://www.eliteprospects.com/player/9198/cam-barker
HC Slovan Bratislava,2015-2016,Lukas Kozak,72,D,,1991,"Martin, SVK",31,188,88,L,https://www.eliteprospects.com/player/34743/lukas-kozak
HC Slovan Bratislava,2015-2016,Tomas Kundratek,84,D,,1989,"Prerov, CZE",33,188,91,R,https://www.eliteprospects.com/player/13651/tomas-kundratek
HC Slovan Bratislava,2015-2016,Patrik Luza,4,D,,1994,"Bratislava, SVK",28,183,88,R,https://www.eliteprospects.com/player/95502/patrik-luza
HC Slovan Bratislava,2015-2016,Vladimír Mihálik,56,D,,1987,"Presov, SVK",36,202,110,L,https://www.eliteprospects.com/player/9251/vladimir-mihalik
HC Slovan Bratislava,2015-2016,Filip Novak,3,D,,1982,"Ceske Budejovice, CZE",41,182,102,L,https://www.eliteprospects.com/player/8663/filip-novak
HC Slovan Bratislava,2015-2016,Mislav Rosandic,44,D,,1995,"Zagreb, CRO",28,181,90,L,https://www.eliteprospects.com/player/106384/mislav-rosandic
HC Slovan Bratislava,2015-2016,Michal Sersen,8,D,“A,1985,"Gelnica, SVK",37,188,92,L,https://www.eliteprospects.com/player/23857/michal-sersen
HC Slovan Bratislava,2015-2016,Tomas Starosta,97,D,,1981,"Trencin, SVK",42,181,91,L,https://www.eliteprospects.com/player/12451/tomas-starosta
HC Slovan Bratislava,2015-2016,Ivan Svarny,51,D,,1984,"Nitra, SVK",38,188,95,L,https://www.eliteprospects.com/player/13653/ivan-svarny
HC Slovan Bratislava,2015-2016,Juraj Valach,16,D,,1989,"Topolcany, SVK",34,202,103,R,https://www.eliteprospects.com/player/9294/juraj-valach
HC Slovan Bratislava,2015-2016,Lubomir Visnovsky,17,D,,1976,"Topolcany, SVK",46,177,87,L,https://www.eliteprospects.com/player/8592/lubomir-visnovsky
HC Slovan Bratislava,2015-2016,Milan Bartovic,61,RW/LW,,1981,"Trencin, SVK",42,180,89,L,https://www.eliteprospects.com/player/9634/milan-bartovic
HC Slovan Bratislava,2015-2016,Ziga Jeglic,14,W/C,,1988,"Kranj, SLO",35,185,82,R,https://www.eliteprospects.com/player/17442/ziga-jeglic
HC Slovan Bratislava,2015-2016,Lukas Kaspar,83,LW/RW,,1985,"Most, CZE",37,189,101,L,https://www.eliteprospects.com/player/9616/lukas-kaspar
HC Slovan Bratislava,2015-2016,Louis Leblanc,71,C/RW,,1991,"Pointe-Claire, QC, CAN",32,184,83,R,https://www.eliteprospects.com/player/31615/louis-leblanc
HC Slovan Bratislava,2015-2016,Patrik Lusnak,41,LW/RW,,1988,"Piestany, SVK",34,183,83,R,https://www.eliteprospects.com/player/13840/patrik-lusnak
HC Slovan Bratislava,2015-2016,Michel Miklik,29,LW/RW,,1982,"Piestany, SVK",40,184,90,R,https://www.eliteprospects.com/player/27294/michel-miklik
HC Slovan Bratislava,2015-2016,Ladislav Nagy,27,LW/RW,“A,1979,"Saca, SVK",44,179,87,L,https://www.eliteprospects.com/player/5522/ladislav-nagy
HC Slovan Bratislava,2015-2016,Václav Nedorost,13,C/LW,,1982,"Ceske Budejovice, CZE",41,186,86,L,https://www.eliteprospects.com/player/8710/vaclav-nedorost
HC Slovan Bratislava,2015-2016,Francis Paré,11,C/W,,1987,"Lemoyne, QC, CAN",35,178,86,R,https://www.eliteprospects.com/player/12135/francis-pare
HC Slovan Bratislava,2015-2016,Samuel Petras,95,C/RW,,1995,"Bratislava, SVK",28,187,84,L,https://www.eliteprospects.com/player/160841/samuel-petras
HC Slovan Bratislava,2015-2016,Anatoli Protasenya,48,LW/C,,1990,"Minsk, BLR",33,198,104,L,https://www.eliteprospects.com/player/17667/anatoli-protasenya
HC Slovan Bratislava,2015-2016,Radovan Pulis,91,RW/C,,1991,"Hlinik nad Hronom, SVK",31,186,95,L,https://www.eliteprospects.com/player/19367/radovan-pulis
HC Slovan Bratislava,2015-2016,Juraj Siska,39,RW/C,,1996,"Nitra, SVK",27,191,91,L,https://www.eliteprospects.com/player/152763/juraj-siska
HC Slovan Bratislava,2015-2016,Pavol Skalický,28,C/RW,,1995,"Gelnica, SVK",27,195,98,R,https://www.eliteprospects.com/player/172229/pavol-skalicky
HC Slovan Bratislava,2015-2016,Dávid Skokan,96,C/RW,,1988,"Poprad, SVK",34,182,83,L,https://www.eliteprospects.com/player/12542/david-skokan
HC Slovan Bratislava,2015-2016,Andrej Stastny,59,C,,1991,"Povazska Bystrica, SVK",32,191,100,L,https://www.eliteprospects.com/player/28774/andrej-stastny
HC Slovan Bratislava,2015-2016,Tomas Surovy,43,LW/C,“C,1981,"Banska Bystrica, SVK",41,186,98,L,https://www.eliteprospects.com/player/8681/tomas-surovy
HC Slovan Bratislava,2015-2016,Rok Ticar,24,C,,1989,"Jesenice, SLO",34,179,81,L,https://www.eliteprospects.com/player/12862/rok-ticar
HC Slovan Bratislava,2015-2016,Marek Tvrdon,73,LW/RW,,1993,"Nitra, SVK",30,188,95,L,https://www.eliteprospects.com/player/34760/marek-tvrdon
HC Slovan Bratislava,2015-2016,Marek Viedensky,25,C,,1990,"Handlova, SVK",32,193,95,R,https://www.eliteprospects.com/player/17752/marek-viedensky
Neftekhimik Nizhnekamsk,2015-2016,Ivan Fedotov,30,G,,1996,"Lappeenranta, FIN",26,202,92,L,https://www.eliteprospects.com/player/250489/ivan-fedotov
Neftekhimik Nizhnekamsk,2015-2016,Ville Kolppanen,31,G,,1992,"Vaasa, FIN",30,185,87,L,https://www.eliteprospects.com/player/25480/ville-kolppanen
Neftekhimik Nizhnekamsk,2015-2016,Vitali Koval,1,G,,1980,"Perm, RUS",43,188,97,L,https://www.eliteprospects.com/player/18062/vitali-koval
Neftekhimik Nizhnekamsk,2015-2016,Ivan Lisutin,84,G,,1987,"Tyumen, RUS",36,186,102,L,https://www.eliteprospects.com/player/42136/ivan-lisutin
Neftekhimik Nizhnekamsk,2015-2016,Alexander Sudnitsin,60,G,,1987,"Krasnoyarsk, RUS",35,185,84,L,https://www.eliteprospects.com/player/90326/alexander-sudnitsin
Neftekhimik Nizhnekamsk,2015-2016,Maxim Berezin,5,D,,1991,"Izhevsk, RUS",32,191,102,L,https://www.eliteprospects.com/player/24639/maxim-berezin
Neftekhimik Nizhnekamsk,2015-2016,Alexei Bondarev,8,D,,1983,"Ust-Kamenogorsk, KAZ",40,186,86,L,https://www.eliteprospects.com/player/19459/alexei-bondarev
Neftekhimik Nizhnekamsk,2015-2016,Alexander Bryntsev,22,D,,1995,"Seversk, RUS",28,193,97,L,https://www.eliteprospects.com/player/216571/alexander-bryntsev
Neftekhimik Nizhnekamsk,2015-2016,Yevgeni Katichev,25,D,,1986,"Chelyabinsk, RUS",36,182,94,L,https://www.eliteprospects.com/player/21099/yevgeni-katichev
Neftekhimik Nizhnekamsk,2015-2016,Denis Kuzmin,89,D,,1989,"Nizhnekamsk, RUS",34,180,82,L,https://www.eliteprospects.com/player/42433/denis-kuzmin
Neftekhimik Nizhnekamsk,2015-2016,Kirill Lyamin,3,D,,1986,"Moskva, RUS",37,187,94,L,https://www.eliteprospects.com/player/9254/kirill-lyamin
Neftekhimik Nizhnekamsk,2015-2016,Dmitri Ogurtsov,83,D,,1994,"Moskva, RUS",28,200,110,L,https://www.eliteprospects.com/player/155387/dmitri-ogurtsov
Neftekhimik Nizhnekamsk,2015-2016,Georgijs Pujacs,63,D,,1981,"Riga, LAT",41,185,99,L,https://www.eliteprospects.com/player/4053/georgijs-pujacs
Neftekhimik Nizhnekamsk,2015-2016,Yevgeni Ryasensky,7,D,,1987,"Tver, RUS",35,180,96,L,https://www.eliteprospects.com/player/10629/yevgeni-ryasensky
Neftekhimik Nizhnekamsk,2015-2016,Andrei Sergeyev,26,D,,1991,"Simferopol, UKR",32,179,90,R,https://www.eliteprospects.com/player/34772/andrei-sergeyev
Neftekhimik Nizhnekamsk,2015-2016,Nikita Shchitov,44,D,,1983,"Ufa, RUS",40,184,90,L,https://www.eliteprospects.com/player/19746/nikita-shchitov
Neftekhimik Nizhnekamsk,2015-2016,Alexander Yevseyenkov,77,D,“A,1985,"Malakhovka, RUS",37,174,84,L,https://www.eliteprospects.com/player/84480/alexander-yevseyenkov
Neftekhimik Nizhnekamsk,2015-2016,Rafael Akhmetov,9,W/C,,1989,"Leninogorsk, RUS",34,189,88,L,https://www.eliteprospects.com/player/19733/rafael-akhmetov
Neftekhimik Nizhnekamsk,2015-2016,Yevgeni Grigorenko,38,RW,,1992,"Magnitogorsk, RUS",30,181,84,L,https://www.eliteprospects.com/player/42438/yevgeni-grigorenko
Neftekhimik Nizhnekamsk,2015-2016,Tim Kennedy,10,C/LW,,1986,"Buffalo, NY, USA",37,178,82,L,https://www.eliteprospects.com/player/11412/tim-kennedy
Neftekhimik Nizhnekamsk,2015-2016,Marat Khairullin,61,RW,,1996,"Volzhsk, RUS",27,183,82,L,https://www.eliteprospects.com/player/262646/marat-khairullin
Neftekhimik Nizhnekamsk,2015-2016,Alexander Kitarov,13,C/LW,,1987,"Novopolotsk, BLR",35,189,95,L,https://www.eliteprospects.com/player/58270/alexander-kitarov
Neftekhimik Nizhnekamsk,2015-2016,Pavel Kulikov,17,C,,1992,"Nizhnekamsk, RUS",31,185,86,L,https://www.eliteprospects.com/player/42436/pavel-kulikov
Neftekhimik Nizhnekamsk,2015-2016,Marek Kvapil,90,LW/RW,,1985,"Ilava, SVK",38,180,87,R,https://www.eliteprospects.com/player/8640/marek-kvapil
Neftekhimik Nizhnekamsk,2015-2016,Yevgeni Lapenkov,37,LW,,1984,"Moskva, RUS",38,192,100,L,https://www.eliteprospects.com/player/19079/yevgeni-lapenkov
Neftekhimik Nizhnekamsk,2015-2016,Denis Lyapustin,72,F,,1995,"Nizhnekamsk, RUS",28,175,72,R,https://www.eliteprospects.com/player/178712/denis-lyapustin
Neftekhimik Nizhnekamsk,2015-2016,Yegor Milovzorov,70,RW,,1987,"Novosibirsk, RUS",35,177,80,L,https://www.eliteprospects.com/player/10492/yegor-milovzorov
Neftekhimik Nizhnekamsk,2015-2016,Igor Polygalov,71,C,“A,1986,"Perm, RUS",36,178,85,L,https://www.eliteprospects.com/player/18846/igor-polygalov
Neftekhimik Nizhnekamsk,2015-2016,Pavel Poryadin,24,LW,,1996,"Moskva, RUS",26,174,81,L,https://www.eliteprospects.com/player/230171/pavel-poryadin
Neftekhimik Nizhnekamsk,2015-2016,Danil Romantsev,88,C,,1993,"Yaroslavl, RUS",30,191,101,L,https://www.eliteprospects.com/player/95817/danil-romantsev
Neftekhimik Nizhnekamsk,2015-2016,Maxim Rybin,39,LW,“C,1981,"Zhukovsky, RUS",41,175,92,R,https://www.eliteprospects.com/player/18843/maxim-rybin
Neftekhimik Nizhnekamsk,2015-2016,Dan Sexton,42,RW,,1987,"Apple Valley, MN, USA",36,178,82,R,https://www.eliteprospects.com/player/31223/dan-sexton
Neftekhimik Nizhnekamsk,2015-2016,Andrei Stas,23,C,,1988,"Minsk, BLR",34,189,94,L,https://www.eliteprospects.com/player/20190/andrei-stas
Neftekhimik Nizhnekamsk,2015-2016,Ryan Stoa,29,C/LW,,1987,"Bloomington, MN, USA",36,190,108,L,https://www.eliteprospects.com/player/9375/ryan-stoa
Neftekhimik Nizhnekamsk,2015-2016,Jeff Taffe,20,C,,1981,"Hastings, MN, USA",42,191,96,L,https://www.eliteprospects.com/player/9385/jeff-taffe
Neftekhimik Nizhnekamsk,2015-2016,Igor Volkov,50,LW,,1983,"Ufa, RUS",40,182,83,L,https://www.eliteprospects.com/player/15026/igor-volkov
Neftekhimik Nizhnekamsk,2015-2016,Bogdan Yakimov,4,C,,1994,"Nizhnekamsk, RUS",28,196,104,L,https://www.eliteprospects.com/player/117749/bogdan-yakimov
Neftekhimik Nizhnekamsk,2015-2016,Pavel Zdunov,95,LW/RW,,1991,"Kremenki, RUS",31,180,83,L,https://www.eliteprospects.com/player/47546/pavel-zdunov
Neftekhimik Nizhnekamsk,2015-2016,Mikhail Zhukov,11,C/RW,,1985,"St. Petersburg, RUS",38,190,94,L,https://www.eliteprospects.com/player/849/mikhail-zhukov
Barys Astana,2015-2016,Alexei Ivanov,28,G,,1988,"Omsk, RUS",35,186,90,L,https://www.eliteprospects.com/player/81351/alexei-ivanov
Barys Astana,2015-2016,Ján Laco,50,G,,1981,"Liptovsky Mikulas, SVK",41,181,90,L,https://www.eliteprospects.com/player/41664/jan-laco
Barys Astana,2015-2016,Dmitri Malgin,20,G,,1987,"Ust-Kamenogorsk, KAZ",35,185,92,L,https://www.eliteprospects.com/player/115773/dmitri-malgin
Barys Astana,2015-2016,Pavel Poluektov,1,G,,1992,"Serov, RUS",31,186,81,L,https://www.eliteprospects.com/player/119284/pavel-poluektov
Barys Astana,2015-2016,Kevin Dallman,38,D,“A,1981,"St. Catharines, ON, CAN",42,178,88,R,https://www.eliteprospects.com/player/9129/kevin-dallman
Barys Astana,2015-2016,Keaton Ellerby,6,D,,1988,"Priddis, AB, CAN",34,196,98,L,https://www.eliteprospects.com/player/9333/keaton-ellerby
Barys Astana,2015-2016,Daniyar Kairov,94,D,,1994,"Ust-Kamenogorsk, KAZ",29,182,95,L,https://www.eliteprospects.com/player/69610/daniyar-kairov
Barys Astana,2015-2016,Artemi Lakiza,87,D,,1987,"Barnaul, RUS",35,178,82,L,https://www.eliteprospects.com/player/22120/artemi-lakiza
Barys Astana,2015-2016,Alexander Lipin,45,D,,1985,"Ust-Kamenogorsk, KAZ",37,189,107,L,https://www.eliteprospects.com/player/115774/alexander-lipin
Barys Astana,2015-2016,Alexei Litvinenko,5,D,,1980,"Ust-Kamenogorsk, KAZ",43,195,101,L,https://www.eliteprospects.com/player/18537/alexei-litvinenko
Barys Astana,2015-2016,Ilya Lobanov,69,D,,1996,"Rudny, KAZ",26,200,106,L,https://www.eliteprospects.com/player/267502/ilya-lobanov
Barys Astana,2015-2016,Mike Lundin,39,D,,1984,"Burnsville, MN, USA",38,187,83,L,https://www.eliteprospects.com/player/14077/mike-lundin
Barys Astana,2015-2016,Leonid Metalnikov,90,D,,1990,"Ust-Kamenogorsk, KAZ",33,182,85,L,https://www.eliteprospects.com/player/15285/leonid-metalnikov
