Team,Season,Player,Player_number,Position,Captain,Born,Birthplace,Age,Height,Weight,Stick,Player_link
Metallurg Magnitogorsk,2008-2009,Alexander Pechursky,20,G,,1990,"Magnitogorsk, RUS",33,184,93,L,https://www.eliteprospects.com/player/11869/alexander-pechursky
Metallurg Magnitogorsk,2008-2009,Ilya Proskuryakov,73,G,,1987,"Surgut, RUS",36,182,81,L,https://www.eliteprospects.com/player/10494/ilya-proskuryakov
Metallurg Magnitogorsk,2008-2009,Vitali Atyushov,27,D,“C,1979,"Penza, RUS",43,188,87,L,https://www.eliteprospects.com/player/12453/vitali-atyushov
Metallurg Magnitogorsk,2008-2009,Yevgeni Biryukov,48,D,,1986,"Kasli, RUS",37,186,94,L,https://www.eliteprospects.com/player/19123/yevgeni-biryukov
Metallurg Magnitogorsk,2008-2009,Anton Bukhanko,37,D,,1986,"Transportny, RUS",36,186,98,R,https://www.eliteprospects.com/player/32964/anton-bukhanko
Metallurg Magnitogorsk,2008-2009,Vladislav Bulyin,26,D,,1972,"Penza, RUS",51,183,100,L,https://www.eliteprospects.com/player/19124/vladislav-bulyin
Metallurg Magnitogorsk,2008-2009,Mikhail Churlyayev,44,D,,1989,"Magnitogorsk, RUS",33,189,92,R,https://www.eliteprospects.com/player/9302/mikhail-churlyayev
Metallurg Magnitogorsk,2008-2009,Rinat Ibragimov,5,D,,1986,"Ust-Kamenogorsk, KAZ",37,183,93,L,https://www.eliteprospects.com/player/19125/rinat-ibragimov
Metallurg Magnitogorsk,2008-2009,Yaroslav Khabarov,70,D,,1989,"Magnitogorsk, RUS",34,187,90,L,https://www.eliteprospects.com/player/24791/yaroslav-khabarov
Metallurg Magnitogorsk,2008-2009,Vladimir Malenkikh,24,D,,1980,"Togliatti, RUS",42,187,93,L,https://www.eliteprospects.com/player/19126/vladimir-malenkikh
Metallurg Magnitogorsk,2008-2009,Karel Pilar,92,D,,1977,"Praha, CZE",45,193,94,R,https://www.eliteprospects.com/player/11485/karel-pilar
Metallurg Magnitogorsk,2008-2009,Alexander Seluyanov,40,D,,1982,"Ufa, RUS",41,188,86,R,https://www.eliteprospects.com/player/19122/alexander-seluyanov
Metallurg Magnitogorsk,2008-2009,Yevgeni Varlamov,36,D,,1976,"Staraya Russa, RUS",46,184,95,R,https://www.eliteprospects.com/player/17828/yevgeni-varlamov
Metallurg Magnitogorsk,2008-2009,Yuri Babenko,12,C/RW,,1978,"Penza, RUS",45,184,91,L,https://www.eliteprospects.com/player/19121/yuri-babenko
Metallurg Magnitogorsk,2008-2009,Kirill Bannikov,71,F,,1990,"Magnitogorsk, RUS",33,186,86,L,https://www.eliteprospects.com/player/43447/kirill-bannikov
Metallurg Magnitogorsk,2008-2009,Stanislav Chistov,23,LW,,1983,"Chelyabinsk, RUS",40,180,96,R,https://www.eliteprospects.com/player/8520/stanislav-chistov
Metallurg Magnitogorsk,2008-2009,Yevgeni Fyodorov,79,C,,1980,"Nizhny Tagil, RUS",42,177,89,L,https://www.eliteprospects.com/player/18377/yevgeni-fyodorov
Metallurg Magnitogorsk,2008-2009,Anton Glovatsky,28,C,,1988,"Magnitogorsk, RUS",34,178,89,L,https://www.eliteprospects.com/player/10487/anton-glovatsky
Metallurg Magnitogorsk,2008-2009,Ravil Gusmanov,34,LW,“A,1972,"Naberezhnye Chelny, RUS",50,186,86,L,https://www.eliteprospects.com/player/19396/ravil-gusmanov
Metallurg Magnitogorsk,2008-2009,Alexei Kaigorodov,55,C,,1983,"Magnitogorsk, RUS",39,182,99,L,https://www.eliteprospects.com/player/9568/alexei-kaigorodov
Metallurg Magnitogorsk,2008-2009,Denis Khlystov,29,W/C,,1979,"Ufa, RUS",43,178,82,L,https://www.eliteprospects.com/player/18502/denis-khlystov
Metallurg Magnitogorsk,2008-2009,Ivan Kuchin,72,C,,1988,"Magnitogorsk, RUS",34,188,90,L,https://www.eliteprospects.com/player/19398/ivan-kuchin
Metallurg Magnitogorsk,2008-2009,Jaroslav Kudrna,21,LW/RW,,1975,"Hradec Kralove, CZE",47,185,90,L,https://www.eliteprospects.com/player/10869/jaroslav-kudrna
Metallurg Magnitogorsk,2008-2009,Jan Marek,15,C,,1979,"Jindrichuv Hradec, CZE",,179,81,R,https://www.eliteprospects.com/player/8736/jan-marek
Metallurg Magnitogorsk,2008-2009,Igor Mirnov,10,RW,,1984,"Chita, RUS",38,183,100,L,https://www.eliteprospects.com/player/11046/igor-mirnov
Metallurg Magnitogorsk,2008-2009,Denis Platonov,39,LW,,1981,"Saratov, RUS",41,192,95,L,https://www.eliteprospects.com/player/19120/denis-platonov
Metallurg Magnitogorsk,2008-2009,Konstantin Pushkaryov,13,RW/LW,,1985,"Ust-Kamenogorsk, KAZ",38,182,83,L,https://www.eliteprospects.com/player/9657/konstantin-pushkaryov
Metallurg Magnitogorsk,2008-2009,Tomas Rolinek,60,LW,,1980,"Zdar nad Sazavou, CZE",43,177,84,L,https://www.eliteprospects.com/player/10859/tomas-rolinek
Metallurg Magnitogorsk,2008-2009,Vadim Shakhraichuk,12,C,,1974,"Kyiv, UKR",48,191,97,L,https://www.eliteprospects.com/player/21177/vadim-shakhraichuk
Metallurg Magnitogorsk,2008-2009,Alexei Simakov,14,RW,,1979,"Yekaterinburg, RUS",44,167,79,L,https://www.eliteprospects.com/player/16738/alexei-simakov
Metallurg Magnitogorsk,2008-2009,Vadim Yermolayev,32,LW,,1989,"Magnitogorsk, RUS",34,180,83,R,https://www.eliteprospects.com/player/19127/vadim-yermolayev
Metallurg Magnitogorsk,2008-2009,Nikolai Zavarukhin,11,C,,1975,"Ufa, RUS",48,179,84,L,https://www.eliteprospects.com/player/18443/nikolai-zavarukhin
Dynamo Moskva,2008-2009,Mikhail Biryukov,20,G,,1985,"Yaroslavl, RUS",37,183,90,L,https://www.eliteprospects.com/player/14598/mikhail-biryukov
Dynamo Moskva,2008-2009,Andrei Malkov,42,G,,1973,"Kirovo-Chepetsk, RUS",50,180,87,L,https://www.eliteprospects.com/player/14599/andrei-malkov
Dynamo Moskva,2008-2009,Alexander Sharychenkov,46,G,,1991,"Nizhny Novgorod, RUS",31,194,94,L,https://www.eliteprospects.com/player/50657/alexander-sharychenkov
Dynamo Moskva,2008-2009,Vitali Yeremeyev,31,G,,1975,"Ust-Kamenogorsk, KAZ",47,184,92,L,https://www.eliteprospects.com/player/14581/vitali-yeremeyev
Dynamo Moskva,2008-2009,Alexander Zalivin,90,G,,1990,"Moskva, RUS",32,184,89,L,https://www.eliteprospects.com/player/98308/alexander-zalivin
Dynamo Moskva,2008-2009,Vadim Zhelobnyuk,39,G,,1989,"Moskva, RUS",34,183,92,L,https://www.eliteprospects.com/player/11874/vadim-zhelobnyuk
Dynamo Moskva,2008-2009,Alexander Budkin,35,D,,1986,"Chelyabinsk, RUS",36,195,96,R,https://www.eliteprospects.com/player/18547/alexander-budkin
Dynamo Moskva,2008-2009,Denis Denisov,6,D,,1981,"Kharkov, UKR",41,183,86,L,https://www.eliteprospects.com/player/9556/denis-denisov
Dynamo Moskva,2008-2009,Igor Golovkov,25,D,,1990,"Moskva, RUS",33,192,95,L,https://www.eliteprospects.com/player/17573/igor-golovkov
Dynamo Moskva,2008-2009,Maxim Isayev,83,D,,1989,"Moskva, RUS",34,187,92,L,https://www.eliteprospects.com/player/24177/maxim-isayev
Dynamo Moskva,2008-2009,Daniil Markov,95,D,“A,1976,"Moskva, RUS",46,186,87,L,https://www.eliteprospects.com/player/8613/daniil-markov
Dynamo Moskva,2008-2009,Ivan Maximkin,44,D,,1988,"Balakovo, RUS",35,191,86,L,https://www.eliteprospects.com/player/20526/ivan-maximkin
Dynamo Moskva,2008-2009,Karel Rachunek,4,D,“A,1979,"Zlin, CZE",,188,100,R,https://www.eliteprospects.com/player/9629/karel-rachunek
Dynamo Moskva,2008-2009,Gennadi Razin,51,D,,1978,"Kharkov, UKR",45,195,97,L,https://www.eliteprospects.com/player/18545/gennadi-razin
Dynamo Moskva,2008-2009,Yakov Rylov,36,D,,1985,"Kirovo-Chepetsk, RUS",38,179,89,L,https://www.eliteprospects.com/player/17825/yakov-rylov
Dynamo Moskva,2008-2009,Pavel Valentenko,3,D,,1987,"Nizhnekamsk, RUS",35,188,106,L,https://www.eliteprospects.com/player/10496/pavel-valentenko
Dynamo Moskva,2008-2009,Sergei Vyshedkevich,34,D,,1975,"Dedovsk, RUS",48,183,88,L,https://www.eliteprospects.com/player/18541/sergei-vyshedkevich
Dynamo Moskva,2008-2009,Alexei Zhitnik,77,D,“A,1972,"Kyiv, UKR",50,179,92,L,https://www.eliteprospects.com/player/8696/alexei-zhitnik
Dynamo Moskva,2008-2009,Dmitri Afanasenkov,27,LW,,1980,"Arkhangelsk, RUS",43,188,95,R,https://www.eliteprospects.com/player/8634/dmitri-afanasenkov
Dynamo Moskva,2008-2009,Alexei Badyukov,55,C,“A,1978,"Moskva, RUS",45,184,93,R,https://www.eliteprospects.com/player/16741/alexei-badyukov
Dynamo Moskva,2008-2009,Petr Cajanek,16,C,,1975,"Zlin, CZE",47,181,84,L,https://www.eliteprospects.com/player/8609/petr-cajanek
Dynamo Moskva,2008-2009,Alexander Goroshansky,19,C,,1986,"Moskva, RUS",37,187,88,L,https://www.eliteprospects.com/player/18543/alexander-goroshansky
Dynamo Moskva,2008-2009,Alexei Kalyuzhny,71,C,,1977,"Minsk, BLR",45,177,85,L,https://www.eliteprospects.com/player/15029/alexei-kalyuzhny
Dynamo Moskva,2008-2009,Vitali Karamnov,68,C/RW,,1989,"Moskva, RUS",33,185,100,R,https://www.eliteprospects.com/player/11863/vitali-karamnov
Dynamo Moskva,2008-2009,Konstantin Kasyanchuk,11,LW,,1979,"Kyiv, UKR",43,185,87,R,https://www.eliteprospects.com/player/19729/konstantin-kasyanchuk
Dynamo Moskva,2008-2009,Éric Landry,10,C,,1975,"Gatineau, QC, CAN",48,178,83,L,https://www.eliteprospects.com/player/10821/eric-landry
Dynamo Moskva,2008-2009,Andrei Lozhkin,28,C,,1985,"Kirovo-Chepetsk, RUS",38,178,85,L,https://www.eliteprospects.com/player/20528/andrei-lozhkin
Dynamo Moskva,2008-2009,Ivan Nepryayev,13,C,,1982,"Yaroslavl, RUS",41,187,85,L,https://www.eliteprospects.com/player/12249/ivan-nepryayev
Dynamo Moskva,2008-2009,Maxim Pestushko,33,RW,,1985,"Naberezhnye Chelny, RUS",38,184,87,L,https://www.eliteprospects.com/player/18925/maxim-pestushko
Dynamo Moskva,2008-2009,Alexander Polukhin,15,F,,1988,"Moskva, RUS",34,186,82,L,https://www.eliteprospects.com/player/13645/alexander-polukhin
Dynamo Moskva,2008-2009,Dmitri Shitikov,23,RW,,1986,"Tyumen, RUS",37,175,85,L,https://www.eliteprospects.com/player/9583/dmitri-shitikov
Dynamo Moskva,2008-2009,Gennadi Stolyarov,21,LW/C,,1986,"Moskva, RUS",36,193,91,L,https://www.eliteprospects.com/player/13646/gennadi-stolyarov
Dynamo Moskva,2008-2009,Dmitri Tarasov,14,W/C,,1979,"Khabarovsk, RUS",44,177,82,L,https://www.eliteprospects.com/player/18448/dmitri-tarasov
Dynamo Moskva,2008-2009,Denis Tolpeko,53,LW/RW,,1985,"Moskva, RUS",38,183,90,L,https://www.eliteprospects.com/player/11407/denis-tolpeko
Dynamo Moskva,2008-2009,Roman Voloshenko,12,LW,,1986,"Brest, BLR",37,185,94,R,https://www.eliteprospects.com/player/9259/roman-voloshenko
Dynamo Moskva,2008-2009,Mattias Weinhandl,80,RW,,1980,"Ljungby, SWE",43,182,88,R,https://www.eliteprospects.com/player/236/mattias-weinhandl
Dynamo Moskva,2008-2009,Vitali Yachmenyov,43,RW,“C,1975,"Chelyabinsk, RUS",48,177,88,L,https://www.eliteprospects.com/player/16742/vitali-yachmenyov
Dynamo Moskva,2008-2009,Igor Yemeleyev,9,C,,1981,"Yaroslavl, RUS",42,180,89,R,https://www.eliteprospects.com/player/18544/igor-yemeleyev
Dynamo Moskva,2008-2009,Sergei Zinovyev,42,C,,1980,"Prokopyevsk, RUS",43,180,80,L,https://www.eliteprospects.com/player/12285/sergei-zinovyev
SKA St. Petersburg,2008-2009,Robert Esche,1,G,,1978,"Whitesboro, NY, USA",45,188,92,L,https://www.eliteprospects.com/player/8854/robert-esche
SKA St. Petersburg,2008-2009,Dmitri Yachanov,40,G,,1972,"Kazan, RUS",51,182,86,L,https://www.eliteprospects.com/player/14582/dmitri-yachanov
SKA St. Petersburg,2008-2009,Ray Giroux,5,D,,1976,"North Bay, ON, CAN",46,185,86,L,https://www.eliteprospects.com/player/12229/ray-giroux
SKA St. Petersburg,2008-2009,Sergei Gusev,2,D,,1975,"Nizhny Tagil, RUS",47,189,98,L,https://www.eliteprospects.com/player/21002/sergei-gusev
SKA St. Petersburg,2008-2009,Darius Kasparaitis,19,D,,1972,"Elektrenai, LTU",50,179,94,L,https://www.eliteprospects.com/player/8685/darius-kasparaitis
SKA St. Petersburg,2008-2009,Yevgeni Korolyov,70,D,,1978,"Moskva, RUS",44,188,94,L,https://www.eliteprospects.com/player/18742/yevgeni-korolyov
SKA St. Petersburg,2008-2009,Sergei Peretyagin,38,D,,1984,"Kirovo-Chepetsk, RUS",39,184,96,L,https://www.eliteprospects.com/player/17826/sergei-peretyagin
SKA St. Petersburg,2008-2009,Alexei Petrov,47,D,,1983,"Ukhta, RUS",40,184,97,L,https://www.eliteprospects.com/player/18968/alexei-petrov
SKA St. Petersburg,2008-2009,Valeri Pokrovsky,3,D,,1978,"Yekaterinburg, RUS",45,185,93,R,https://www.eliteprospects.com/player/21001/valeri-pokrovsky
SKA St. Petersburg,2008-2009,Mark Popovic,6,D,,1982,"Stoney Creek, ON, CAN",40,185,88,L,https://www.eliteprospects.com/player/8569/mark-popovic
SKA St. Petersburg,2008-2009,Alexander Ryazantsev,49,D,,1980,"Moskva, RUS",43,183,102,R,https://www.eliteprospects.com/player/9597/alexander-ryazantsev
SKA St. Petersburg,2008-2009,Kirill Safronov,44,D,,1981,"St. Petersburg, RUS",42,190,100,L,https://www.eliteprospects.com/player/9557/kirill-safronov
SKA St. Petersburg,2008-2009,Andrei Zyuzin,27,D,,1978,"Ufa, RUS",45,185,95,L,https://www.eliteprospects.com/player/8608/andrei-zyuzin
SKA St. Petersburg,2008-2009,Yuri Babenko,12,C/RW,,1978,"Penza, RUS",45,184,91,L,https://www.eliteprospects.com/player/19121/yuri-babenko
SKA St. Petersburg,2008-2009,Pavel Boichenko,50,RW,,1975,"Funkovo, RUS",48,182,96,L,https://www.eliteprospects.com/player/20626/pavel-boichenko
SKA St. Petersburg,2008-2009,Sergei Brylin,48,W/C,,1974,"Moskva, RUS",49,178,86,L,https://www.eliteprospects.com/player/8697/sergei-brylin
SKA St. Petersburg,2008-2009,Nils Ekman,10,LW,,1976,"Stockholm, SWE",47,183,84,L,https://www.eliteprospects.com/player/75/nils-ekman
SKA St. Petersburg,2008-2009,Alexander Golovin,79,LW,,1983,"Ust-Kamenogorsk, KAZ",40,178,88,R,https://www.eliteprospects.com/player/16731/alexander-golovin
SKA St. Petersburg,2008-2009,Viktor Gordiyuk,16,C/RW,,1970,"Odintsovo, RUS",53,181,86,L,https://www.eliteprospects.com/player/20426/viktor-gordiyuk
SKA St. Petersburg,2008-2009,Konstantin Gorovikov,18,C,,1977,"Novosibirsk, RUS",45,183,80,L,https://www.eliteprospects.com/player/15028/konstantin-gorovikov
SKA St. Petersburg,2008-2009,Anton Korolyov,42,RW,,1988,"Moskva, RUS",35,182,85,L,https://www.eliteprospects.com/player/15175/anton-korolyov
SKA St. Petersburg,2008-2009,Alexei Koznev,8,C,,1975,"Cherepovets, RUS",47,175,89,L,https://www.eliteprospects.com/player/21003/alexei-koznev
SKA St. Petersburg,2008-2009,Artyom Kryukov,7,C,,1982,"Novosibirsk, RUS",41,193,100,L,https://www.eliteprospects.com/player/21005/artyom-kryukov
SKA St. Petersburg,2008-2009,Alexander Kucheryavenko,15,C,,1987,"Belgorod, RUS",35,180,84,R,https://www.eliteprospects.com/player/9590/alexander-kucheryavenko
SKA St. Petersburg,2008-2009,Igor Makarov,71,RW,,1987,"Moskva, RUS",35,186,92,L,https://www.eliteprospects.com/player/9591/igor-makarov
SKA St. Petersburg,2008-2009,Igor Misko,26,F,,1986,"Kolpino, RUS",,184,86,L,https://www.eliteprospects.com/player/21004/igor-misko
SKA St. Petersburg,2008-2009,David Nemirovsky,81,RW,,1976,"Toronto, ON, CAN",46,188,90,R,https://www.eliteprospects.com/player/1810/david-nemirovsky
SKA St. Petersburg,2008-2009,Andrei Rychagov,13,C,,1982,"Samara, RUS",40,181,92,L,https://www.eliteprospects.com/player/21159/andrei-rychagov
SKA St. Petersburg,2008-2009,Alexander Shcherbina,73,LW/C,,1988,"St. Petersburg, RUS",34,181,95,L,https://www.eliteprospects.com/player/20997/alexander-shcherbina
SKA St. Petersburg,2008-2009,Timofei Shishkanov,20,LW,,1983,"Moskva, RUS",39,187,100,R,https://www.eliteprospects.com/player/9390/timofei-shishkanov
SKA St. Petersburg,2008-2009,Denis Shvidki,14,RW,,1980,"Kharkov, UKR",42,184,96,L,https://www.eliteprospects.com/player/9600/denis-shvidki
SKA St. Petersburg,2008-2009,Alexei Simakov,41,RW,,1979,"Yekaterinburg, RUS",44,167,79,L,https://www.eliteprospects.com/player/16738/alexei-simakov
SKA St. Petersburg,2008-2009,Maxim Sushinsky,33,RW,,1974,"St. Petersburg, RUS",48,174,81,L,https://www.eliteprospects.com/player/9179/maxim-sushinsky
SKA St. Petersburg,2008-2009,Sergei Varlamov,29,LW/C,,1978,"Kyiv, UKR",44,180,92,L,https://www.eliteprospects.com/player/18322/sergei-varlamov
SKA St. Petersburg,2008-2009,Igor Yemeleyev,97,C,,1981,"Yaroslavl, RUS",42,180,89,R,https://www.eliteprospects.com/player/18544/igor-yemeleyev
Spartak Moskva,2008-2009,Yevgeni Konobri,44,G,,1985,"Magnitogorsk, RUS",37,193,93,L,https://www.eliteprospects.com/player/18837/yevgeni-konobri
Spartak Moskva,2008-2009,Kirill Kornilov,39,G,,1989,"Moskva, RUS",33,186,85,L,https://www.eliteprospects.com/player/46787/kirill-kornilov
Spartak Moskva,2008-2009,Dimitrij Kotschnew,1,G,,1981,"Karaganda, KAZ",41,184,80,L,https://www.eliteprospects.com/player/17868/dimitrij-kotschnew
Spartak Moskva,2008-2009,Martin Prusek,35,G,,1975,"Ostrava, CZE",47,188,86,L,https://www.eliteprospects.com/player/9571/martin-prusek
Spartak Moskva,2008-2009,Ivan Baranka,23,D,,1985,"Ilava, SVK",38,188,93,L,https://www.eliteprospects.com/player/9654/ivan-baranka
Spartak Moskva,2008-2009,Denis Bayev,3,D,,1983,"Konotop, UKR",39,181,88,L,https://www.eliteprospects.com/player/18842/denis-bayev
Spartak Moskva,2008-2009,Alexander Berkutov,45,D,,1986,"Perm, RUS",37,185,96,L,https://www.eliteprospects.com/player/18839/alexander-berkutov
Spartak Moskva,2008-2009,Leonid Kanareykin,2,D,,1976,"Moskva, RUS",46,175,86,L,https://www.eliteprospects.com/player/19460/leonid-kanareykin
Spartak Moskva,2008-2009,Vladimir Loginov,8,D,,1981,"Odintsovo, RUS",42,183,87,L,https://www.eliteprospects.com/player/19568/vladimir-loginov
Spartak Moskva,2008-2009,Kirill Lyamin,31,D,,1986,"Moskva, RUS",37,187,94,L,https://www.eliteprospects.com/player/9254/kirill-lyamin
Spartak Moskva,2008-2009,Valeri Pokrovsky,33,D,,1978,"Yekaterinburg, RUS",45,185,93,R,https://www.eliteprospects.com/player/21001/valeri-pokrovsky
Spartak Moskva,2008-2009,Ivan Savin,6,D,,1981,"Chelyabinsk, RUS",42,184,86,R,https://www.eliteprospects.com/player/18847/ivan-savin
Spartak Moskva,2008-2009,Nikita Shchitov,42,D,,1983,"Ufa, RUS",40,184,90,L,https://www.eliteprospects.com/player/19746/nikita-shchitov
Spartak Moskva,2008-2009,Dmitri Vishnevsky,57,D,,1990,"Bogatischevo, RUS",33,180,85,R,https://www.eliteprospects.com/player/24786/dmitri-vishnevsky
Spartak Moskva,2008-2009,Andrei Zabolotnev,26,D,,1982,"Chelyabinsk, RUS",41,177,92,L,https://www.eliteprospects.com/player/18542/andrei-zabolotnev
Spartak Moskva,2008-2009,Alexei Akifyev,20,LW,,1976,"Samara, RUS",47,182,95,R,https://www.eliteprospects.com/player/19457/alexei-akifyev
Spartak Moskva,2008-2009,Sergei Akimov,18,RW,,1976,"Moskva, RUS",46,180,85,L,https://www.eliteprospects.com/player/18840/sergei-akimov
Spartak Moskva,2008-2009,Pavel Akolzin,61,LW/RW,,1990,"Moskva, RUS",32,196,102,L,https://www.eliteprospects.com/player/38675/pavel-akolzin
Spartak Moskva,2008-2009,Ilya Dokshin,5,C,,1981,"St. Petersburg, RUS",41,182,83,L,https://www.eliteprospects.com/player/19461/ilya-dokshin
Spartak Moskva,2008-2009,Alexander Drozdetsky,13,RW,,1981,"Moskva, RUS",41,186,79,L,https://www.eliteprospects.com/player/18845/alexander-drozdetsky
Spartak Moskva,2008-2009,Ondrej Fiala,67,C,,1987,"Sternberk, CZE",35,184,86,L,https://www.eliteprospects.com/player/9625/ondrej-fiala
Spartak Moskva,2008-2009,Kirill Kabanov,17,RW/LW,,1992,"Moskva, RUS",30,189,92,R,https://www.eliteprospects.com/player/19427/kirill-kabanov
Spartak Moskva,2008-2009,Kirill Knyazev,83,LW,,1983,"Izhevsk, RUS",39,179,90,L,https://www.eliteprospects.com/player/19463/kirill-knyazev
Spartak Moskva,2008-2009,Eduard Lewandowski,11,RW,,1980,"Krasnoturyinsk, RUS",42,187,92,L,https://www.eliteprospects.com/player/18838/eduard-lewandowski
Spartak Moskva,2008-2009,Roman Lyuduchin,88,RW,,1988,"Penza, RUS",35,183,93,L,https://www.eliteprospects.com/player/18841/roman-lyuduchin
Spartak Moskva,2008-2009,Artyom Podshendyalov,41,LW,,1989,"Yakutsk, RUS",33,176,85,L,https://www.eliteprospects.com/player/19469/artyom-podshendyalov
Spartak Moskva,2008-2009,Igor Polygalov,27,C,,1986,"Perm, RUS",36,178,85,L,https://www.eliteprospects.com/player/18846/igor-polygalov
Spartak Moskva,2008-2009,Branko Radivojevic,92,RW,,1980,"Piestany, SVK",42,187,93,R,https://www.eliteprospects.com/player/5676/branko-radivojevic
Spartak Moskva,2008-2009,Stefan Ruzicka,14,RW,,1985,"Nitra, SVK",38,182,93,R,https://www.eliteprospects.com/player/8682/stefan-ruzicka
Spartak Moskva,2008-2009,Alexander Rybakov,28,C,,1985,"Kazan, RUS",37,183,94,L,https://www.eliteprospects.com/player/19748/alexander-rybakov
Spartak Moskva,2008-2009,Maxim Rybin,9,LW,“C,1981,"Zhukovsky, RUS",41,175,92,R,https://www.eliteprospects.com/player/18843/maxim-rybin
Spartak Moskva,2008-2009,Dmitri Tarasov,79,W/C,,1979,"Khabarovsk, RUS",44,177,82,L,https://www.eliteprospects.com/player/18448/dmitri-tarasov
Spartak Moskva,2008-2009,Dmitri Upper,36,C,,1978,"Dmitrievka, KAZ",44,186,92,R,https://www.eliteprospects.com/player/18844/dmitri-upper
Spartak Moskva,2008-2009,Alexander Yunkov,19,LW,,1982,"Voskresensk, RUS",40,180,89,L,https://www.eliteprospects.com/player/19458/alexander-yunkov
Spartak Moskva,2008-2009,Mikhail Yunkov,91,C,,1986,"Voskresensk, RUS",37,183,93,L,https://www.eliteprospects.com/player/9260/mikhail-yunkov
Dinamo Riga,2008-2009,Ugis Avotins,85,G,,1986,"Riga, LAT",37,185,70,L,https://www.eliteprospects.com/player/33056/ugis-avotins
Dinamo Riga,2008-2009,Edgars Masalskis,31,G,,1980,"Riga, LAT",43,176,82,L,https://www.eliteprospects.com/player/2090/edgars-masalskis
Dinamo Riga,2008-2009,Ervins Mustukovs,39,G,,1984,"Riga, LAT",39,188,88,L,https://www.eliteprospects.com/player/13476/ervins-mustukovs
Dinamo Riga,2008-2009,Sergejs Naumovs,30,G,,1969,"Riga, LAT",54,178,82,L,https://www.eliteprospects.com/player/65/sergejs-naumovs
Dinamo Riga,2008-2009,Martin Prusek,35,G,,1975,"Ostrava, CZE",47,188,86,L,https://www.eliteprospects.com/player/9571/martin-prusek
Dinamo Riga,2008-2009,Daniel Sperrle,40,G,,1982,"Sundbyberg, SWE",40,175,77,L,https://www.eliteprospects.com/player/500/daniel-sperrle
